"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"2121","Sloan Privat",NA,"Centre-Forward","French first division","Guingamp","S. Privat"
"2122","Slobodan Medojevic",NA,"Defensive Midfield","German first division","Eintracht Frankfurt","S. Medojević"
"2123","Sofiane Boufal",12000000,"Left Winger","English first division","Southampton","S. Boufal"
"2124","Sokratis Papastathopoulos",20000000,"Centre-Back","German first division","Borussia Dortmund","S. Papastathopoulos"
"2125","Solly March",5000000,"Right Winger","English first division","Brighton & Hove Albion","S. March"
"2126","Somália",2000000,"Central Midfield","French first division","Toulouse","Somália"
"2127","Soualiho Meïté",8000000,"Central Midfield","French first division","Monaco","S. Meïté"
"2128","Souleymane Camara",NA,"Right Winger","French first division","Montpellier","S. Camara"
"2129","Stanislav Lobotka",15000000,"Defensive Midfield","Spanish first division","Celta de Vigo","S. Lobotka"
"2130","Stanley Nsoki",NA,"Centre-Back","French first division","PSG","S. Nsoki"
"2131","Steeve Yago",2000000,"Right-Back","French first division","Toulouse","S. Yago"
"2132","Stef Peeters",2500000,"Central Midfield","French first division","Caen","S. Peeters"
"2133","Stefan Bell",6000000,"Centre-Back","German first division","Mainz 05","S. Bell"
"2134","Stefan de Vrij",40000000,"Centre-Back","Italian first division","Lazio","S. de Vrij"
"2135","Stefan Kießling",NA,"Centre-Forward","German first division","Bayer Leverkusen","S. Kießling"
"2136","Stefan Posch",2500000,"Centre-Back","German first division","Hoffenheim","S. Posch"
"2137","Stefan Radu",6000000,"Left-Back","Italian first division","Lazio","Ş. Radu"
"2138","Stefan Savic",40000000,"Centre-Back","Spanish first division","Atlético Madrid","S. Savić"
"2139","Stefan Simic",NA,"Centre-Back","Italian first division","Crotone","S. Simič"
"2140","Stefano Okaka",5000000,"Centre-Forward","English first division","Watford","S. Okaka"
"2141","Stefano Sensi",3500000,"Central Midfield","Italian first division","Sassuolo","S. Sensi"
"2142","Stefano Sorrentino",NA,"Goalkeeper","Italian first division","Chievo","S. Sorrentino"
"2143","Stephan Ambrosius",NA,"Centre-Back","German first division","Hamburger SV","S. Ambrosius"
"2144","Stéphane Bahoken",3000000,"Centre-Forward","French first division","Strasbourg","S. Bahoken"
"2145","Stéphane Darbion",NA,"Left Midfield","French first division","Troyes","S. Darbion"
"2146","Stephane Omeonga",2000000,"Central Midfield","Italian first division","Genoa","S. Omeonga"
"2147","Stéphane Ruffier",5000000,"Goalkeeper","French first division","Saint-Étienne","S. Ruffier"
"2148","Stéphane Sessègnon",NA,"Attacking Midfield","French first division","Montpellier","S. Sessègnon"
"2149","Stephen Ireland",1000000,"Attacking Midfield","English first division","Stoke City","S. Ireland"
"2150","Stephen Ward",3000000,"Left-Back","English first division","Burnley","S. Ward"
"2151","Stevan Jovetic",14000000,"Centre-Forward","French first division","Monaco","S. Jovetić"
"2152","Steve Cook",7000000,"Centre-Back","English first division","AFC Bournemouth","S. Cook"
"2153","Steve Mandanda",2500000,"Goalkeeper","French first division","Olympique Marseille","S. Mandanda"
"2154","Steve Mounié",10000000,"Centre-Forward","English first division","Huddersfield Town","S. Mounié"
"2155","Steven Davis",4000000,"Central Midfield","English first division","Southampton","S. Davis"
"2156","Steven Defour",7000000,"Defensive Midfield","English first division","Burnley","S. Defour"
"2157","Steven Fortes",1000000,"Centre-Back","French first division","Toulouse","Steven Fortès"
"2158","Steven Nzonzi",30000000,"Defensive Midfield","Spanish first division","Sevilla","S. N'Zonzi"
"2159","Steven Zuber",7000000,"Left Winger","German first division","Hoffenheim","S. Zuber"
"2160","Stipe Perica",2400000,"Centre-Forward","Italian first division","Udinese","S. Perica"
"2161","Stiven Mendoza",1250000,"Left Winger","French first division","Amiens SC","S. Mendoza"
"2162","Suat Serdar",7500000,"Central Midfield","German first division","Mainz 05","S. Serdar"
"2163","Sullay Kaikai",NA,"Left Winger","English first division","Crystal Palace","S. Kaikai"
"2164","Sulley Muntari",NA,"Central Midfield","Spanish first division","Deportivo La Coruña","S. Muntari"
"2165","Sung-yueng Ki",7000000,"Defensive Midfield","English first division","Swansea City","Sung-Yeung Ki"
"2166","Suso",35000000,"Right Winger","Italian first division","Milan","Suso"
"2167","Svante Ingelsson",NA,"Attacking Midfield","Italian first division","Udinese","S. Ingelsson"
"2168","Sven Bender",15000000,"Defensive Midfield","German first division","Bayer Leverkusen","S. Bender"
"2169","Sven Schipplock",NA,"Centre-Forward","German first division","Hamburger SV","S. Schipplock"
"2170","Sven Ulreich",6000000,"Goalkeeper","German first division","Bayern München","S. Ulreich"
"2171","Takashi Inui",5000000,"Left Winger","Spanish first division","Eibar","T. Inui"
"2172","Takuma Asano",2000000,"Right Winger","German first division","Stuttgart","T. Asano"
"2173","Taleb Tawatha",1500000,"Left-Back","German first division","Eintracht Frankfurt","T. Tawatha"
"2174","Tammy Abraham",10000000,"Centre-Forward","English first division","Swansea City","T. Abraham"
"2175","Tana",2500000,"Attacking Midfield","Spanish first division","Las Palmas","Tana"
"2176","Tanguy Ndombélé",25000000,"Central Midfield","French first division","Amiens SC","T. Ndombèlé"
"2177","Tatsuya Ito",2000000,"Left Winger","German first division","Hamburger SV","T. Ito"
"2178","Terence Kongolo",10000000,"Centre-Back","English first division","Huddersfield Town","T. Kongolo"
"2179","Theo Hernández",15000000,"Left-Back","Spanish first division","Real Madrid","T. Hernández"
"2180","Théo Pellenard",2000000,"Centre-Back","French first division","Bordeaux","T. Pellenard"
"2181","Theo Walcott",20000000,"Right Winger","English first division","Arsenal","T. Walcott"
"2182","Thiago Maia",4000000,"Defensive Midfield","French first division","Lille","Thiago Maia"
"2183","Thiago Mendes",5500000,"Defensive Midfield","French first division","Lille","Thiago Mendes"
"2184","Thiago Silva",10000000,"Centre-Back","French first division","PSG","Thiago Silva"
"2185","Thibault Giresse",NA,"Left Midfield","French first division","Guingamp","T. Giresse"
"2186","Thibaut Courtois",60000000,"Goalkeeper","English first division","Chelsea","T. Courtois"
"2187","Thilo Kehrer",18000000,"Centre-Back","German first division","Schalke 04","T. Kehrer"
"2188","Thomas Carrique",NA,"Right-Back","French first division","Bordeaux","T. Carrique"
"2189","Thomas Delaney",12000000,"Central Midfield","German first division","Werder Bremen","T. Delaney"
"2190","Thomas Didillon",2500000,"Goalkeeper","French first division","Metz","T. Didillon"
"2191","Thomas Heurtaux",1800000,"Centre-Back","Italian first division","Hellas Verona","T. Heurtaux"
"2192","Thomas Kraft",1000000,"Goalkeeper","German first division","Hertha BSC","T. Kraft"
"2193","Thomas Lemar",65000000,"Attacking Midfield","French first division","Monaco","T. Lemar"
"2194","Thomas Mangani",3500000,"Central Midfield","French first division","Angers","T. Mangani"
"2195","Thomas Monconduit",3000000,"Defensive Midfield","French first division","Amiens SC","T. Monconduit"
"2196","Thomas Partey",25000000,"Defensive Midfield","Spanish first division","Atlético Madrid","Thomas"
"2197","Thomas Strakosha",20000000,"Goalkeeper","Italian first division","Lazio","T. Strakosha"
"2198","Thomas Touré",1500000,"Left Winger","French first division","Bordeaux","T. Touré"
"2199","Thorgan Hazard",22000000,"Left Winger","German first division","Borussia M'gladbach","T. Hazard"
"2200","Tiemoué Bakayoko",40000000,"Defensive Midfield","English first division","Chelsea","T. Bakayoko"
"2201","Tim Handwerker",NA,"Left-Back","German first division","Köln","T. Handwerker"
"2202","Tim Kleindienst",2000000,"Centre-Forward","German first division","Freiburg","T. Kleindienst"
"2203","Timo Baumgartl",12000000,"Centre-Back","German first division","Stuttgart","T. Baumgartl"
"2204","Timo Horn",7000000,"Goalkeeper","German first division","Köln","T. Horn"
"2205","Timo Hübers",NA,"Centre-Back","German first division","Hannover 96","T. Hübers"
"2206","Timo Letschert",2500000,"Centre-Back","Italian first division","Sassuolo","T. Letschert"
"2207","Timo Stavitski",NA,"Right Winger","French first division","Caen","T. Stavitski"
"2208","Timo Werner",60000000,"Centre-Forward","German first division","RB Leipzig","T. Werner"
"2209","Timothy Castagne",5000000,"Right-Back","Italian first division","Atalanta","T. Castagne"
"2210","Timothy Chandler",5000000,"Right-Back","German first division","Eintracht Frankfurt","T. Chandler"
"2211","Timothy Fosu-Mensah",7000000,"Right-Back","English first division","Crystal Palace","T. Fosu-Mensah"
"2212","Timothy Weah",1000000,"Right Winger","French first division","PSG","T. Weah"
"2213","Tito",NA,"Right-Back","Spanish first division","Leganés","Tito"
"2214","Tobias Sippel",NA,"Goalkeeper","German first division","Borussia M'gladbach","T. Sippel"
"2215","Tobias Strobl",2000000,"Defensive Midfield","German first division","Borussia M'gladbach","T. Strobl"
"2216","Toby Alderweireld",40000000,"Centre-Back","English first division","Tottenham Hotspur","T. Alderweireld"
"2217","Tom Carroll",7000000,"Central Midfield","English first division","Swansea City","T. Carroll"
"2218","Tom Cleverley",9000000,"Central Midfield","English first division","Watford","T. Cleverley"
"2219","Tom Davies",15000000,"Central Midfield","English first division","Everton","T. Davies"
"2220","Tom Edwards",1000000,"Right-Back","English first division","Stoke City","T. Edwards"
"2221","Tom Heaton",4000000,"Goalkeeper","English first division","Burnley","T. Heaton"
"2222","Tom Ince",8000000,"Right Winger","English first division","Huddersfield Town","T. Ince"
"2223","Tom Starke",NA,"Goalkeeper","German first division","Bayern München","T. Starke"
"2224","Tomas Koubek",7000000,"Goalkeeper","French first division","Rennes","T. Koubek"
"2225","Tomás Pina",1800000,"Central Midfield","Spanish first division","Deportivo Alavés","Tomás Pina"
"2226","Tomás Rincón",8000000,"Defensive Midfield","Italian first division","Torino","T. Rincón"
"2227","Tomer Hemed",2500000,"Centre-Forward","English first division","Brighton & Hove Albion","T. Hemed"
"2228","Tommy Smith",3000000,"Right-Back","English first division","Huddersfield Town","T. Smith"
"2229","Toni Lato",8000000,"Left-Back","Spanish first division","Valencia","Toni Lato"
"2230","Toni Moya",NA,"Central Midfield","Spanish first division","Atlético Madrid","Toni Moya"
"2231","Toño García",1500000,"Left-Back","Spanish first division","Levante","Toño"
"2232","Tony Jantschke",3500000,"Centre-Back","German first division","Borussia M'gladbach","T. Jantschke"
"2233","Törles Knöll",NA,"Centre-Forward","German first division","Hamburger SV","T. Knöll"
"2234","Trent Alexander-Arnold",25000000,"Right-Back","English first division","Liverpool","T. Alexander-Arnold"
"2235","Tristan Dingomé",1000000,"Central Midfield","French first division","Troyes","T. Dingomé"
"2236","Troy Deeney",10000000,"Centre-Forward","English first division","Watford","T. Deeney"
"2237","Tyrese Campbell",NA,"Centre-Forward","English first division","Stoke City","T. Campbell"
"2238","Tyrone Mings",4000000,"Centre-Back","English first division","AFC Bournemouth","T. Mings"
"2239","Ulisses Garcia",NA,"Left-Back","German first division","Werder Bremen","U. Garcia"
"2240","Umar Sadiq",1800000,"Centre-Forward","Italian first division","Torino","S. Umar"
"2241","Unai Bustinza",1800000,"Centre-Back","Spanish first division","Leganés","Bustinza"
"2242","Unai Núñez",15000000,"Centre-Back","Spanish first division","Athletic Club","Unai Núñez"
"2243","Uwe Hünemeier",1000000,"Centre-Back","English first division","Brighton & Hove Albion","U. Hünemeier"
"2244","Vagner",NA,"Right Winger","French first division","Saint-Étienne","Vagner"
"2245","Vahid Selimovic",NA,"Centre-Back","French first division","Metz","V. Selimovic"
"2246","Valentin Eysseric",5000000,"Attacking Midfield","French first division","Nice","V. Eysseric"
"2247","Valentin Rongier",9000000,"Central Midfield","French first division","Nantes","V. Rongier"
"2248","Valentin Rosier",4500000,"Right-Back","French first division","Dijon","V. Rosier"
"2249","Valentin Stocker",1500000,"Left Winger","German first division","Hertha BSC","V. Stocker"
"2250","Valentín Vada",4000000,"Central Midfield","French first division","Bordeaux","V. Vada"
"2251","Valentino Lazaro",9000000,"Right-Back","German first division","Hertha BSC","V. Lazaro"
"2252","Valère Germain",10000000,"Centre-Forward","French first division","Olympique Marseille","V. Germain"
"2253","Valerio Verre",3000000,"Attacking Midfield","Italian first division","Sampdoria","V. Verre"
"2254","Valter Birsa",4000000,"Attacking Midfield","Italian first division","Chievo","V. Birsa"
"2255","Vanja Milinković-Savić",2000000,"Goalkeeper","Italian first division","Torino","V. Milinković-Savić"
"2256","Vasco Regini",1800000,"Left-Back","Italian first division","Sampdoria","V. Regini"
"2257","Vasilije Janjicic",NA,"Central Midfield","German first division","Hamburger SV","V. Janjičić"
"2258","Vasilios Torosidis",NA,"Right-Back","Italian first division","Bologna","V. Torosidis"
"2259","Vedad Ibisevic",2000000,"Centre-Forward","German first division","Hertha BSC","V. Ibišević"
"2260","Vicente Gómez",2500000,"Defensive Midfield","Spanish first division","Las Palmas","Vicente Gómez"
"2261","Vicente Guaita",5000000,"Goalkeeper","Spanish first division","Getafe","Guaita"
"2262","Vicente Iborra",10000000,"Defensive Midfield","English first division","Leicester City","Vicente Iborra"
"2263","Víctor Camarasa",6000000,"Central Midfield","Spanish first division","Real Betis","Víctor Camarasa"
"2264","Víctor Laguardia",1800000,"Centre-Back","Spanish first division","Deportivo Alavés","Laguardia"
"2265","Victor Lindelöf",25000000,"Centre-Back","English first division","Manchester United","V. Lindelöf"
"2266","Víctor López",NA,"Right-Back","Spanish first division","Deportivo Alavés","Víctor López"
"2267","Victor Moses",20000000,"Right Midfield","English first division","Chelsea","V. Moses"
"2268","Victor Osimhen",1000000,"Centre-Forward","German first division","Wolfsburg","V. Osimhen"
"2269","Víctor Ruiz",12000000,"Centre-Back","Spanish first division","Villarreal","Víctor Ruíz"
"2270","Víctor Sánchez",3500000,"Central Midfield","Spanish first division","Espanyol","Víctor Sánchez"
"2271","Victor Wanyama",30000000,"Defensive Midfield","English first division","Tottenham Hotspur","V. Wanyama"
"2272","Vid Belec",1700000,"Goalkeeper","Italian first division","Benevento","V. Belec"
"2273","Viktor Fischer",3500000,"Left Winger","German first division","Mainz 05","V. Fischer"
